level_0,index,Date,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,Humidity9am,Cloud9am,RainToday,RainTomorrow,AverageTemp,day_of_week,month,index,Rainfall_prev,Evaporation_prev,Sunshine_prev,WindGustSpeed_prev,WindSpeed9am_prev,Humidity9am_prev,Cloud9am_prev,RainToday_prev,AverageTemp_prev,WindGustDir_N,WindGustDir_S,WindGustDir_E,WindGustDir_W,index,Location_Changi,Location_Sentosa,Location_Tuas,Location_Woodlands,Pressure9am_HIGH,Pressure9am_LOW,Pressure9am_MED
8205,5593,2016-05-04,0.2,3.6,-7.1,NNW,33.0,11.0,63.0,1.0,0,0,27.8,2,5,8205,1.0285714285714287,2.6285714285714286,3.2000000000000006,28.428571428571427,8.142857142857142,73.85714285714286,5.571428571428571,0.42857142857142855,28.828571428571426,1,0,0,1,8205,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8206,4666,2016-05-05,0.0,3.8,-9.8,NNW,54.0,20.0,57.0,3.0,0,0,29.0,3,5,8206,0.7428571428571429,2.5714285714285716,2.8571428571428577,29.428571428571427,7.714285714285714,74.57142857142857,6.0,0.2857142857142857,28.857142857142858,1,0,0,1,8206,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8207,4279,2016-05-06,0.0,7.0,9.8,N,43.0,24.0,53.0,2.0,0,0,30.9,4,5,8207,0.7999999999999999,2.5714285714285716,4.328571428571429,29.857142857142858,6.857142857142857,76.14285714285714,6.0,0.2857142857142857,28.814285714285713,1,0,0,0,8207,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8208,8,2016-05-07,0.0,5.2,5.8,N,43.0,17.0,54.0,2.0,0,1,30.0,5,5,8208,2.8285714285714287,2.457142857142857,4.700000000000001,32.142857142857146,6.857142857142857,79.28571428571429,5.285714285714286,0.2857142857142857,28.771428571428572,1,0,0,0,8208,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8209,1444,2016-05-08,5.4,5.8,0.0,NNE,24.0,4.0,94.0,8.0,1,0,29.7,6,5,8209,3.0,2.3428571428571425,2.971428571428572,33.714285714285715,7.571428571428571,80.28571428571429,4.428571428571429,0.42857142857142855,28.400000000000002,1,0,1,0,8209,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8210,3857,2016-05-09,0.8,2.8,2.5,N,61.0,11.0,80.0,5.0,0,1,30.2,0,5,8210,3.0,2.257142857142857,3.414285714285715,33.714285714285715,6.285714285714286,80.0,4.285714285714286,0.42857142857142855,28.228571428571428,1,0,0,0,8210,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8211,7751,2016-05-10,12.0,2.2,-5.0,NNW,48.0,15.0,77.0,8.0,1,0,28.5,1,5,8211,2.9714285714285715,2.2285714285714286,1.5714285714285718,34.42857142857143,6.285714285714286,80.0,3.7142857142857144,0.42857142857142855,28.17142857142857,1,0,0,1,8211,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8212,10873,2016-05-11,0.2,3.6,0.2,WNW,43.0,15.0,61.0,7.0,0,0,28.2,2,5,8212,2.9714285714285715,2.4,2.271428571428572,34.42857142857143,6.285714285714286,78.14285714285714,2.7142857142857144,0.42857142857142855,28.157142857142855,1,0,0,1,8212,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8213,1828,2016-05-12,0.2,2.6,3.7,NW,41.0,11.0,70.0,7.0,0,0,29.6,3,5,8213,2.9714285714285715,2.6571428571428575,3.2571428571428576,31.0,7.0,74.42857142857143,1.7142857142857142,0.42857142857142855,28.114285714285717,1,0,0,1,8213,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8214,8675,2016-05-13,0.0,4.4,7.3,NNW,31.0,9.0,70.0,7.0,0,0,30.1,4,5,8214,2.742857142857143,2.742857142857143,3.8142857142857145,28.428571428571427,7.285714285714286,73.42857142857143,0.8571428571428571,0.2857142857142857,28.114285714285717,1,0,0,1,8214,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8215,10366,2016-05-14,0.0,4.0,8.9,N,48.0,22.0,72.0,1.0,0,0,29.8,5,5,8215,0.8285714285714285,2.5714285714285716,3.628571428571429,26.571428571428573,6.0,75.14285714285714,1.5714285714285714,0.2857142857142857,28.3,1,0,0,0,8215,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8216,2509,2016-05-15,0.0,5.4,8.1,SSW,33.0,13.0,59.0,1.0,0,0,30.0,6,5,8216,0.6571428571428571,2.514285714285714,5.957142857142857,27.142857142857142,6.0,77.0,2.0,0.14285714285714285,28.685714285714283,0,1,0,1,8216,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8217,4313,2016-05-16,0.0,4.0,5.6,N,57.0,9.0,73.0,1.0,0,0,27.6,0,5,8217,0.9714285714285714,2.3999999999999995,6.0,26.428571428571427,6.857142857142857,78.57142857142857,2.0,0.2857142857142857,28.857142857142858,1,0,0,0,8217,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8218,4470,2016-05-17,0.2,4.2,1.0,WNW,35.0,19.0,53.0,7.0,0,0,27.9,1,5,8218,0.9714285714285714,2.4285714285714284,8.014285714285714,26.142857142857142,7.285714285714286,78.28571428571429,2.857142857142857,0.2857142857142857,28.88571428571429,1,0,0,1,8218,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8219,4477,2016-05-18,0.0,2.6,4.3,NNW,35.0,13.0,56.0,7.0,0,0,28.8,2,5,8219,1.4857142857142858,2.1999999999999997,7.428571428571429,25.142857142857142,7.285714285714286,80.85714285714286,3.5714285714285716,0.42857142857142855,28.942857142857143,1,0,0,1,8219,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8220,12321,2016-05-19,0.0,4.8,2.7,NW,39.0,15.0,66.0,7.0,0,1,29.0,3,5,8220,1.4857142857142858,1.8571428571428572,6.042857142857143,23.285714285714285,6.285714285714286,85.57142857142857,4.571428571428571,0.42857142857142855,29.0,1,0,0,1,8220,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8221,1808,2016-05-20,1.8,2.0,5.5,W,20.0,7.0,73.0,2.0,1,0,28.0,4,5,8221,1.4857142857142858,1.9142857142857144,5.942857142857143,23.857142857142858,6.285714285714286,84.42857142857143,4.571428571428571,0.42857142857142855,28.91428571428571,0,0,0,1,8221,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8222,4543,2016-05-21,0.0,2.2,4.7,N,37.0,11.0,80.0,7.0,0,0,27.4,5,5,8222,6.028571428571429,2.4,5.342857142857143,29.428571428571427,7.857142857142857,84.42857142857143,4.714285714285714,0.42857142857142855,28.785714285714285,1,0,0,0,8222,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8223,5610,2016-05-22,0.0,2.8,2.2,N,59.0,17.0,59.0,7.0,0,1,28.6,6,5,8223,7.257142857142857,2.6000000000000005,5.314285714285715,29.428571428571427,6.857142857142857,84.71428571428571,4.571428571428571,0.5714285714285714,28.7,1,0,0,0,8223,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8224,9291,2016-05-23,2.2,5.6,7.0,NW,43.0,17.0,61.0,2.0,1,1,28.3,0,5,8224,7.342857142857142,2.5428571428571423,3.0428571428571436,32.0,7.285714285714286,85.57142857142857,5.428571428571429,0.5714285714285714,28.728571428571428,1,0,0,1,8224,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8225,295,2016-05-24,1.8,3.6,7.6,WSW,24.0,7.0,74.0,2.0,1,0,27.4,1,5,8225,10.742857142857142,2.5714285714285716,3.271428571428572,37.857142857142854,8.428571428571429,84.28571428571429,5.428571428571429,0.7142857142857143,28.8,0,1,0,1,8225,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8226,9289,2016-05-25,0.0,3.0,1.4,N,46.0,15.0,76.0,7.0,0,1,26.6,2,5,8226,10.6,2.8285714285714287,3.5571428571428574,39.42857142857143,8.428571428571429,85.0,5.571428571428571,0.7142857142857143,28.614285714285717,1,0,0,0,8226,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8227,12388,2016-05-26,12.4,0.8,0.0,N,35.0,11.0,95.0,8.0,1,1,26.5,3,5,8227,10.914285714285713,2.8857142857142857,4.228571428571429,42.57142857142857,7.857142857142857,82.14285714285714,5.571428571428571,0.8571428571428571,28.6,1,0,0,0,8227,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8228,5325,2016-05-27,4.8,0.8,7.5,NW,26.0,11.0,78.0,7.0,1,0,26.7,4,5,8228,10.971428571428572,2.714285714285714,4.314285714285715,42.57142857142857,7.428571428571429,82.28571428571429,5.571428571428571,0.8571428571428571,28.485714285714288,1,0,0,1,8228,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8229,9354,2016-05-28,0.6,1.0,-4.1,SSW,31.0,2.0,89.0,7.0,0,1,25.5,5,5,8229,6.257142857142857,2.371428571428571,4.971428571428572,40.57142857142857,7.714285714285714,76.0,4.571428571428571,0.8571428571428571,28.485714285714288,0,1,0,1,8229,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8230,4305,2016-05-29,4.2,2.0,1.6,W,26.0,9.0,61.0,7.0,1,0,26.4,6,5,8230,5.085714285714286,2.4857142857142853,4.614285714285715,37.42857142857143,8.428571428571429,76.0,4.714285714285714,0.7142857142857143,28.485714285714284,0,0,0,1,8230,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8231,12786,2016-05-30,0.0,1.2,8.5,NNE,20.0,0.0,69.0,6.0,0,0,26.4,0,5,8231,4.685714285714286,2.3999999999999995,6.885714285714286,35.0,8.142857142857142,73.42857142857143,3.857142857142857,0.5714285714285714,28.342857142857145,1,0,1,0,8231,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8232,8036,2016-05-31,0.0,2.0,8.7,N,17.0,9.0,86.0,3.0,0,0,26.0,1,5,8232,1.2857142857142858,2.314285714285714,7.328571428571429,29.428571428571427,6.285714285714286,73.14285714285714,3.0,0.42857142857142855,28.099999999999998,1,0,0,0,8232,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8233,420,2016-06-01,0.0,1.4,6.8,NE,13.0,9.0,83.0,7.0,0,0,26.2,2,6,8233,0.9142857142857144,2.257142857142857,4.971428571428572,28.857142857142858,6.142857142857143,70.14285714285714,2.2857142857142856,0.2857142857142857,27.985714285714288,1,0,1,0,8233,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8234,1913,2016-06-02,0.0,1.2,8.8,SSW,15.0,9.0,90.0,3.0,0,0,25.2,3,6,8234,0.5999999999999999,2.485714285714286,5.614285714285714,28.428571428571427,7.714285714285714,68.28571428571429,1.2857142857142858,0.14285714285714285,27.885714285714283,0,1,0,1,8234,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8235,6796,2016-06-03,0.0,0.8,4.7,SSW,15.0,2.0,89.0,8.0,0,1,26.0,4,6,8235,0.5428571428571428,2.8285714285714287,5.457142857142857,28.571428571428573,9.0,66.14285714285714,2.0,0.14285714285714285,28.271428571428572,0,1,0,1,8235,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8236,1131,2016-06-04,6.2,1.0,0.0,NNE,11.0,0.0,100.0,8.0,1,1,26.6,5,6,8236,1.2857142857142858,2.857142857142857,5.185714285714286,26.714285714285715,8.714285714285714,68.85714285714286,2.857142857142857,0.14285714285714285,28.271428571428572,1,0,1,0,8236,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8237,7296,2016-06-05,3.4,1.4,0.3,NNE,15.0,0.0,100.0,8.0,1,1,26.9,6,6,8237,1.2857142857142858,2.485714285714286,5.114285714285715,27.428571428571427,8.714285714285714,67.14285714285714,3.0,0.14285714285714285,28.185714285714287,1,0,1,0,8237,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8238,9530,2016-06-06,1.4,1.6,-6.1,N,39.0,17.0,81.0,3.0,1,0,26.6,0,6,8238,1.2857142857142858,2.7142857142857144,4.185714285714286,31.714285714285715,9.0,70.28571428571429,3.142857142857143,0.14285714285714285,28.014285714285712,1,0,0,0,8238,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8239,11994,2016-06-07,0.0,1.0,-0.4,WSW,31.0,11.0,74.0,5.0,0,1,27.2,1,6,8239,4.057142857142857,2.6857142857142855,3.342857142857143,35.142857142857146,9.714285714285714,72.14285714285714,4.0,0.2857142857142857,27.985714285714288,0,1,0,1,8239,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8240,991,2016-06-08,1.2,0.8,0.0,N,54.0,17.0,85.0,8.0,1,1,26.9,2,6,8240,4.371428571428571,2.6,5.828571428571429,37.285714285714285,10.142857142857142,71.85714285714286,4.142857142857143,0.42857142857142855,27.8,1,0,0,0,8240,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8241,7037,2016-06-09,1.4,0.8,5.9,N,41.0,11.0,72.0,3.0,1,0,27.8,3,6,8241,4.371428571428571,2.3428571428571425,4.971428571428572,36.142857142857146,9.857142857142858,72.85714285714286,5.142857142857143,0.42857142857142855,27.657142857142855,1,0,0,0,8241,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8242,3064,2016-06-10,0.0,2.0,-4.3,NNW,39.0,15.0,61.0,7.0,0,1,27.3,4,6,8242,4.6571428571428575,1.9428571428571428,3.4571428571428577,34.57142857142857,8.571428571428571,77.42857142857143,5.428571428571429,0.5714285714285714,27.314285714285713,1,0,0,1,8242,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8243,6209,2016-06-11,3.0,3.6,4.7,SSW,33.0,9.0,77.0,7.0,1,0,26.4,5,6,8243,3.714285714285714,1.742857142857143,3.5571428571428574,33.42857142857143,9.142857142857142,77.0,5.285714285714286,0.5714285714285714,27.142857142857142,0,1,0,1,8243,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8244,9819,2016-06-12,0.6,2.0,4.5,W,19.0,7.0,81.0,7.0,0,0,25.5,6,6,8244,3.657142857142857,1.857142857142857,3.7285714285714286,35.57142857142857,10.285714285714286,76.0,5.0,0.5714285714285714,27.3,0,0,0,1,8244,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8245,3113,2016-06-13,0.0,1.0,9.2,NNW,48.0,20.0,71.0,6.0,0,0,25.1,0,6,8245,7.371428571428571,1.9142857142857144,4.2857142857142865,32.42857142857143,9.571428571428571,77.57142857142857,5.571428571428571,0.7142857142857143,27.571428571428573,1,0,0,1,8245,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8246,11540,2016-06-14,0.0,2.4,9.2,N,35.0,19.0,71.0,7.0,0,0,26.8,1,6,8246,4.6000000000000005,1.8857142857142857,4.457142857142857,29.857142857142858,9.571428571428571,79.28571428571429,5.714285714285714,0.5714285714285714,27.77142857142857,1,0,0,0,8246,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8247,3197,2016-06-15,0.0,3.0,8.0,N,19.0,9.0,81.0,1.0,0,0,26.7,2,6,8247,4.314285714285714,1.8571428571428572,2.0857142857142863,27.0,8.285714285714286,82.85714285714286,5.571428571428571,0.42857142857142855,28.0,1,0,0,0,8247,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8248,11770,2016-06-16,0.0,2.0,0.1,N,43.0,15.0,72.0,7.0,0,1,26.3,3,6,8248,4.314285714285714,2.0571428571428574,2.442857142857143,26.714285714285715,7.0,86.71428571428571,5.571428571428571,0.42857142857142855,28.114285714285717,1,0,0,0,8248,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8249,10219,2016-06-17,4.2,1.2,0.2,N,26.0,11.0,84.0,7.0,1,1,26.9,4,6,8249,4.0285714285714285,2.0,4.128571428571429,27.285714285714285,7.714285714285714,83.71428571428571,4.571428571428571,0.2857142857142857,28.071428571428573,1,0,0,0,8249,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8250,7017,2016-06-18,8.6,2.2,0.0,SSE,26.0,0.0,95.0,8.0,1,0,26.4,5,6,8250,3.742857142857143,2.2285714285714286,4.585714285714286,27.285714285714285,7.428571428571429,84.57142857142857,3.857142857142857,0.14285714285714285,27.97142857142857,0,1,1,0,8250,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8251,5960,2016-06-19,0.4,0.6,1.4,SSE,24.0,0.0,93.0,7.0,0,1,26.0,6,6,8251,3.742857142857143,2.1142857142857143,4.171428571428572,26.428571428571427,6.571428571428571,86.0,4.428571428571429,0.14285714285714285,27.87142857142857,0,1,1,0,8251,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8252,5911,2016-06-20,3.6,1.4,0.0,SSE,31.0,9.0,100.0,8.0,1,1,26.3,0,6,8252,1.257142857142857,1.8285714285714285,3.2285714285714286,26.714285714285715,6.285714285714286,86.0,4.714285714285714,0.14285714285714285,27.842857142857145,0,1,1,0,8252,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8253,2996,2016-06-21,3.2,0.6,3.5,N,46.0,13.0,76.0,7.0,1,0,27.0,1,6,8253,1.7714285714285711,1.7714285714285716,3.6000000000000005,27.0,5.285714285714286,83.85714285714286,3.7142857142857144,0.2857142857142857,27.657142857142855,1,0,0,0,8253,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8254,3230,2016-06-22,0.0,2.0,4.5,NW,39.0,13.0,67.0,3.0,0,0,27.4,2,6,8254,2.0285714285714285,1.8,5.371428571428573,30.428571428571427,5.285714285714286,84.28571428571429,4.714285714285714,0.42857142857142855,27.685714285714287,1,0,0,1,8254,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8255,4817,2016-06-23,0.6,3.4,3.0,N,61.0,22.0,74.0,3.0,0,1,27.1,3,6,8255,2.3428571428571425,1.542857142857143,4.3,31.571428571428573,5.285714285714286,85.14285714285714,4.428571428571429,0.5714285714285714,27.585714285714285,1,0,0,0,8255,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8256,90,2016-06-24,13.8,3.8,4.5,W,44.0,13.0,71.0,7.0,1,1,25.2,4,6,8256,2.3428571428571425,2.0285714285714285,3.471428571428572,31.571428571428573,5.0,83.85714285714286,5.285714285714286,0.5714285714285714,27.557142857142857,0,0,0,1,8256,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8257,1815,2016-06-25,2.0,0.6,4.9,W,24.0,6.0,75.0,7.0,1,0,25.3,5,6,8257,3.7142857142857144,1.8571428571428572,2.971428571428572,30.857142857142858,4.0,87.0,6.142857142857143,0.7142857142857143,27.614285714285717,0,0,0,1,8257,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8258,9389,2016-06-26,0.2,0.4,-5.3,EW,39.0,11.0,88.0,1.0,0,0,24.3,6,6,8258,4.3428571428571425,1.6285714285714286,3.914285714285715,29.142857142857142,3.5714285714285716,88.14285714285714,5.285714285714286,0.8571428571428571,27.342857142857145,0,0,1,1,8258,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8259,10296,2016-06-27,0.2,0.6,0.0,NNW,22.0,9.0,82.0,7.0,0,0,24.6,0,6,8259,3.114285714285714,1.6571428571428573,5.200000000000001,29.571428571428573,4.285714285714286,83.57142857142857,5.0,0.7142857142857143,27.17142857142857,1,0,0,1,8259,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8260,624,2016-06-28,0.2,0.6,6.1,NW,26.0,9.0,77.0,1.0,0,0,26.3,1,6,8260,2.6571428571428575,1.7714285714285716,4.500000000000001,29.285714285714285,5.285714285714286,82.85714285714286,5.571428571428571,0.5714285714285714,27.214285714285715,1,0,0,1,8260,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8261,5579,2016-06-29,0.2,1.8,8.3,N,44.0,13.0,84.0,1.0,0,0,26.9,2,6,8261,4.9142857142857155,1.8571428571428572,4.871428571428573,27.142857142857142,6.142857142857143,82.57142857142857,5.285714285714286,0.5714285714285714,27.24285714285714,1,0,0,0,8261,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8262,12418,2016-06-30,0.0,3.2,0.8,N,63.0,24.0,67.0,7.0,0,1,26.3,3,6,8262,4.6000000000000005,2.0,6.457142857142857,26.285714285714285,6.428571428571429,81.14285714285714,4.714285714285714,0.42857142857142855,27.142857142857142,1,0,0,0,8262,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8263,11988,2016-07-01,6.4,2.4,3.1,WSW,28.0,9.0,89.0,8.0,1,0,26.1,4,7,8263,4.6000000000000005,1.6857142857142857,7.300000000000002,25.285714285714285,6.0,83.85714285714286,3.7142857142857144,0.42857142857142855,26.97142857142857,0,1,0,1,8263,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8264,3087,2016-07-02,0.2,1.2,3.7,NW,28.0,9.0,77.0,6.0,0,0,27.4,5,7,8264,3.2285714285714286,1.9142857142857144,7.271428571428572,24.428571428571427,6.142857142857143,78.85714285714286,2.7142857142857144,0.2857142857142857,26.985714285714288,1,0,0,1,8264,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8265,12340,2016-07-03,0.0,1.4,7.1,N,41.0,11.0,76.0,2.0,0,0,27.7,6,7,8265,2.6000000000000005,2.2857142857142856,6.771428571428572,26.428571428571427,5.857142857142857,79.28571428571429,3.2857142857142856,0.14285714285714285,27.028571428571432,1,0,0,0,8265,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8266,11771,2016-07-04,0.0,3.0,0.0,N,31.0,15.0,69.0,7.0,0,0,26.5,0,7,8266,2.6571428571428575,2.1714285714285717,6.571428571428572,26.714285714285715,6.428571428571429,79.42857142857143,3.2857142857142856,0.14285714285714285,26.842857142857145,1,0,0,0,8266,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8267,1876,2016-07-05,0.6,1.8,0.0,SSE,28.0,6.0,87.0,8.0,0,1,26.0,1,7,8267,2.6,2.1714285714285713,6.8,27.0,6.142857142857143,78.85714285714286,3.5714285714285716,0.14285714285714285,26.785714285714285,0,1,1,0,8267,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8268,10279,2016-07-06,22.6,0.6,0.0,S,37.0,15.0,87.0,8.0,1,1,26.5,2,7,8268,0.05714285714285715,2.142857142857143,6.971428571428572,28.857142857142858,6.142857142857143,75.71428571428571,3.7142857142857144,0.0,26.642857142857142,0,1,0,0,8268,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8269,4898,2016-07-07,3.8,1.0,0.0,SE,31.0,7.0,97.0,8.0,1,0,26.8,3,7,8269,0.05714285714285715,2.1428571428571432,5.7,29.714285714285715,8.0,74.28571428571429,4.571428571428571,0.0,26.74285714285714,0,1,1,0,8269,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8270,194,2016-07-08,0.8,0.0,4.3,NNW,20.0,7.0,90.0,5.0,0,0,27.0,4,7,8270,1.9428571428571428,2.085714285714286,5.128571428571429,32.57142857142857,9.857142857142858,73.28571428571429,5.571428571428571,0.14285714285714285,26.957142857142856,1,0,0,1,8270,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8271,3495,2016-07-09,0.2,1.4,7.8,NE,13.0,9.0,100.0,2.0,0,0,25.9,5,7,8271,5.857142857142857,2.142857142857143,4.785714285714286,37.285714285714285,11.571428571428571,74.85714285714286,6.428571428571429,0.2857142857142857,26.8,1,0,1,0,8271,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8272,11444,2016-07-10,0.0,1.4,0.0,N,59.0,2.0,97.0,8.0,0,1,25.9,6,7,8272,10.114285714285714,2.2857142857142856,4.942857142857143,37.57142857142857,13.142857142857142,75.28571428571429,6.571428571428571,0.42857142857142855,26.87142857142857,1,0,0,0,8272,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8273,7024,2016-07-11,3.6,2.2,4.6,N,59.0,20.0,67.0,1.0,1,0,26.8,0,7,8273,10.428571428571429,2.6571428571428575,4.971428571428572,37.0,11.571428571428571,79.71428571428571,5.857142857142857,0.5714285714285714,27.014285714285712,1,0,0,0,8273,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8274,354,2016-07-12,0.0,2.6,7.1,NW,63.0,26.0,58.0,5.0,0,0,26.9,1,7,8274,10.457142857142856,2.5142857142857147,5.471428571428572,36.142857142857146,10.857142857142858,82.0,5.857142857142857,0.5714285714285714,26.771428571428572,1,0,0,1,8274,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8275,9918,2016-07-13,0.4,3.2,8.4,NW,43.0,15.0,67.0,1.0,0,0,24.9,2,7,8275,10.457142857142856,2.4285714285714284,5.671428571428572,35.0,11.0,82.42857142857143,5.714285714285714,0.5714285714285714,26.47142857142857,1,0,0,1,8275,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8276,615,2016-07-14,1.0,3.0,4.5,NNW,43.0,13.0,68.0,3.0,0,0,25.9,3,7,8276,10.457142857142856,2.3714285714285714,6.700000000000001,37.285714285714285,11.285714285714286,79.14285714285714,4.857142857142857,0.5714285714285714,26.328571428571426,1,0,0,1,8276,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8277,6747,2016-07-15,0.0,0.8,-0.1,NW,20.0,11.0,64.0,7.0,0,0,26.5,4,7,8277,8.571428571428571,2.6,6.2,36.42857142857143,10.142857142857142,75.14285714285714,4.857142857142857,0.42857142857142855,26.5,1,0,0,1,8277,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8278,7899,2016-07-16,0.0,1.2,8.1,SSW,17.0,6.0,70.0,5.0,0,0,26.1,5,7,8278,4.6571428571428575,2.542857142857143,5.657142857142858,34.57142857142857,8.714285714285714,74.42857142857143,5.0,0.2857142857142857,27.0,0,1,0,1,8278,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8279,2826,2016-07-17,0.0,1.8,8.1,N,56.0,20.0,77.0,1.0,0,0,25.6,6,7,8279,5.0857142857142845,2.4,5.5,35.42857142857143,8.428571428571429,72.85714285714286,4.857142857142857,0.2857142857142857,27.314285714285713,1,0,0,0,8279,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8280,1638,2016-07-18,0.0,4.6,5.1,N,52.0,26.0,75.0,7.0,0,0,27.6,0,7,8280,5.685714285714284,2.3714285714285714,5.700000000000001,35.0,10.285714285714286,70.14285714285714,4.857142857142857,0.2857142857142857,27.385714285714283,1,0,0,0,8280,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8281,4300,2016-07-19,0.0,1.8,0.2,S,20.0,0.0,79.0,7.0,0,1,27.9,1,7,8281,5.657142857142857,2.8285714285714287,5.800000000000002,34.42857142857143,11.0,69.42857142857143,4.0,0.2857142857142857,27.514285714285712,0,1,0,0,8281,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8282,9588,2016-07-20,1.8,0.2,6.3,SSW,17.0,2.0,97.0,7.0,1,1,27.2,2,7,8282,5.657142857142857,2.8285714285714287,5.671428571428572,34.42857142857143,11.571428571428571,68.71428571428571,3.2857142857142856,0.2857142857142857,27.757142857142856,0,1,0,1,8282,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8283,845,2016-07-21,1.8,2.0,4.5,N,50.0,6.0,100.0,7.0,1,1,27.0,3,7,8283,7.857142857142857,2.857142857142857,5.157142857142858,34.42857142857143,11.0,73.71428571428571,4.142857142857143,0.42857142857142855,27.82857142857143,1,0,0,0,8283,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8284,5023,2016-07-22,7.8,1.4,1.8,N,59.0,15.0,76.0,7.0,1,1,27.6,4,7,8284,8.428571428571429,2.685714285714286,6.242857142857143,35.57142857142857,10.714285714285714,76.28571428571429,3.2857142857142856,0.5714285714285714,27.457142857142856,1,0,0,0,8284,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8285,1555,2016-07-23,2.8,3.4,5.9,WSW,44.0,11.0,59.0,3.0,1,0,25.5,5,7,8285,8.428571428571429,2.6571428571428575,7.057142857142858,33.714285714285715,10.285714285714286,77.14285714285714,2.857142857142857,0.5714285714285714,27.042857142857144,0,1,0,1,8285,0.0,1.0,0.0,0.0,0.0,1.0,0.0
